event_id,session_id,timestamp,event_type,turn_index,llm_round,model,prompt_tokens,completion_tokens,stop_reason,response_text_preview,tool_use_count,tool_name,tool_use_id,tool_args_summary,result_preview,is_error_result,file_path,bytes_written,lines_written,write_operation,exec_type,exec_success,exec_exit_code,exec_duration_ms,exec_output_preview,validation_errors,code_preview,web_query,web_url,web_result_count,message_text_preview,slash_command_name,file_ref_count,conversation_length,error_message,error_traceback
2ecae958-2e66-4cb9-af79-f1c1b61848c6,667d0145-48a9-481b-a208-528f510fc2f1,2026-04-16T11:38:59.839024+00:00,SESSION_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce97c59d-7d94-430f-a97f-0292721070cf,667d0145-48a9-481b-a208-528f510fc2f1,2026-04-16T11:38:59.839053+00:00,SESSION_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
